,kyouriki 2 glu 8,kyouriki 3 glu 7,kyouriki 4 glu 6,kyouriki 5 glu 5,kyouriki 6 glu 4,kyouriki 7 glu 3,kyouriki 8 glu 2,kyouriki 9 glu 1
1245.31,0.1684495,0.1690505,0.1528897,0.1487612,0.1370539,0.1244959,0.1201354,0.1130892
1245.61,0.1685183,0.1691159,0.1528962,0.1487897,0.1370431,0.1244865,0.1200864,0.1130218
1245.91,0.1685115,0.1691129,0.1528813,0.1487645,0.1369534,0.1244135,0.1200091,0.1129258
1246.21,0.1684765,0.1690624,0.1528524,0.1487004,0.1368276,0.1243187,0.119925,0.1128201
1246.51,0.168502,0.1690547,0.1528505,0.1486609,0.136756,0.1242795,0.1198683,0.1127299
1246.81,0.1686154,0.1691633,0.1529434,0.1487061,0.1367996,0.1243048,0.1198805,0.1127017
1247.11,0.1687901,0.1693655,0.1531125,0.1488447,0.1369167,0.1243691,0.1199758,0.1127726
1247.41,0.1689219,0.1695096,0.1532141,0.1489604,0.1369689,0.1243884,0.120024,0.1128246
1247.71,0.1689335,0.1695046,0.1532068,0.1489642,0.1369034,0.1243108,0.1199192,0.1127224
1248.01,0.1689153,0.1694696,0.1531898,0.1489249,0.1368199,0.1242258,0.1197804,0.1125593
1248.31,0.1689603,0.1695082,0.1531974,0.1489085,0.1367828,0.1241888,0.1197161,0.1124738
1248.61,0.1690363,0.1695823,0.1531942,0.1488948,0.1367495,0.1241574,0.1196849,0.1124562
1248.91,0.1691135,0.1696649,0.153183,0.1488803,0.1367186,0.1241338,0.1196524,0.1124445
1249.21,0.1692105,0.1697619,0.1532192,0.1489033,0.1367554,0.1241489,0.1196411,0.1124243
1249.51,0.169323,0.1698501,0.1533134,0.1489677,0.1368371,0.1241699,0.1196553,0.1124176
1249.81,0.1694009,0.1699021,0.153387,0.1490238,0.1368759,0.1241365,0.1196375,0.1124034
1250.11,0.1694411,0.1699295,0.1534244,0.149056,0.1368893,0.1240781,0.1195782,0.1123517
1250.41,0.1695237,0.1699889,0.1535002,0.1491054,0.1369405,0.1240788,0.1195685,0.1123015
1250.72,0.1696559,0.1700922,0.1536062,0.1491608,0.136987,0.1241106,0.1196045,0.1122765
1251.02,0.1697935,0.1702177,0.1537109,0.1492106,0.1370035,0.1241299,0.1196206,0.1122743
1251.32,0.1699399,0.1703829,0.1538414,0.1493036,0.1370509,0.1241827,0.1196372,0.1123094
1251.62,0.1700393,0.1705264,0.1539455,0.1493894,0.1370915,0.1242282,0.1196275,0.1123201
1251.92,0.1700567,0.1705616,0.1539744,0.1493974,0.137054,0.1241756,0.119551,0.1122325
1252.23,0.1701186,0.1705804,0.1540321,0.1494111,0.1370249,0.1241047,0.1195025,0.112131
1252.53,0.1702937,0.1707004,0.1541848,0.1495067,0.1370986,0.1241408,0.1195439,0.1121229
1252.83,0.1704662,0.1708762,0.1543463,0.1496441,0.1372254,0.1242501,0.1196129,0.1121756
1253.13,0.1705321,0.1709953,0.154403,0.1497291,0.1372864,0.1242993,0.1196192,0.1121872
1253.44,0.1705411,0.1710393,0.1543742,0.1497201,0.1372418,0.1242365,0.1195314,0.1121149
1253.74,0.1706017,0.1710873,0.1543762,0.1496869,0.1371671,0.1241433,0.1194261,0.1120001
1254.04,0.1707291,0.1711822,0.1544248,0.1496883,0.1371376,0.1240881,0.1193761,0.1118836
1254.35,0.170865,0.1712971,0.154481,0.1497192,0.1371718,0.1240548,0.1193697,0.1117946
1254.65,0.1709743,0.1713924,0.1545493,0.1497695,0.1372432,0.1240204,0.1193842,0.1117612
1254.95,0.1710759,0.1714791,0.1546416,0.1498502,0.137314,0.1240113,0.1194132,0.1117786
1255.26,0.171227,0.1716284,0.1547869,0.1499994,0.1373964,0.1240853,0.119464,0.1118381
1255.56,0.171439,0.1718364,0.1549594,0.1501813,0.1375003,0.1242294,0.119525,0.1119034
1255.86,0.171644,0.1720098,0.1550838,0.1502805,0.1375627,0.1243284,0.1195412,0.1119015
1256.17,0.1717908,0.1721311,0.1551621,0.1502903,0.1375481,0.1243064,0.11949,0.111815
1256.47,0.1718999,0.1722368,0.1552415,0.1503023,0.1375289,0.1242301,0.1194166,0.1117123
1256.78,0.1720138,0.1723157,0.1553329,0.1503447,0.1375624,0.1242009,0.1193738,0.1116564
1257.08,0.1721742,0.1724148,0.155436,0.150425,0.1376434,0.1242463,0.119388,0.1116524
1257.39,0.172394,0.1726184,0.1555764,0.1505607,0.1377573,0.1243493,0.1194517,0.1116886
1257.69,0.1725999,0.1728576,0.155739,0.150695,0.1378443,0.1244354,0.1195092,0.111726
1258,0.1727374,0.1730307,0.1558722,0.15078,0.1378735,0.1244394,0.1195257,0.1117288
1258.3,0.1728796,0.1731706,0.1560088,0.1508717,0.1379235,0.1244263,0.1195452,0.1117309
1258.61,0.1730555,0.1733,0.1561764,0.1509962,0.1380191,0.1244599,0.1195787,0.1117383
1258.91,0.1731722,0.173358,0.1562785,0.1510617,0.1380541,0.1244811,0.1195553,0.1116864
1259.22,0.1732376,0.1733762,0.1563043,0.1510658,0.1380248,0.1244716,0.1194922,0.1116026
1259.53,0.1733559,0.1734682,0.1563754,0.151125,0.1380598,0.1245184,0.1194988,0.111589
1259.83,0.1734695,0.173582,0.1564353,0.1511762,0.1381209,0.1245663,0.1195188,0.1115717
1260.14,0.173484,0.173621,0.1563857,0.1511301,0.1380869,0.1244941,0.1194402,0.1114494
1260.44,0.1734885,0.1736507,0.1563684,0.1511121,0.138007,0.1243969,0.1193549,0.1113392
1260.75,0.1735669,0.1737313,0.1564733,0.1511824,0.1379863,0.1243953,0.1193678,0.1113334
1261.06,0.1736633,0.1738303,0.1565878,0.1512528,0.1380366,0.1244435,0.1194215,0.1113593
1261.36,0.1737586,0.1739329,0.1566879,0.1513129,0.1381157,0.1244895,0.1194616,0.1113834
1261.67,0.173929,0.1740838,0.1568543,0.1514348,0.1382333,0.1245634,0.1195436,0.1114584
1261.98,0.1741032,0.1742375,0.1569953,0.1515608,0.1383427,0.1246322,0.1196284,0.1115322
1262.28,0.174108,0.1742504,0.1569564,0.1515408,0.1382972,0.1245912,0.1195638,0.1114717
1262.59,0.1740261,0.1741792,0.1568405,0.1514446,0.1381499,0.1244981,0.1194074,0.111333
1262.9,0.1740386,0.174191,0.1568212,0.1514333,0.1380894,0.1244812,0.119319,0.1112664
1263.21,0.1741376,0.1742623,0.1568909,0.1514806,0.1381335,0.1245162,0.1193112,0.1112743
1263.52,0.1742263,0.1742801,0.1569548,0.1515119,0.1381793,0.1245153,0.1193359,0.111289
1263.82,0.1742107,0.1742189,0.1569165,0.1514933,0.1381378,0.1244365,0.1193213,0.1112541
1264.13,0.1741115,0.1741493,0.1567978,0.1514251,0.1380301,0.1243262,0.1192499,0.1111598
1264.44,0.1740865,0.1741678,0.1567748,0.1513991,0.1380015,0.1243017,0.1192217,0.111108
1264.75,0.1741572,0.1742714,0.156894,0.1514515,0.1380815,0.1243712,0.119273,0.1111636
1265.06,0.174192,0.1743563,0.1569937,0.1514886,0.1381386,0.124413,0.1193214,0.1112369
1265.37,0.1742301,0.1744169,0.1570388,0.1515238,0.1381864,0.1244319,0.1193672,0.1112904
1265.67,0.1743683,0.1745102,0.1571087,0.1516294,0.1382981,0.1245018,0.1194624,0.111358
1265.98,0.174481,0.174566,0.157149,0.1517169,0.1383628,0.1245542,0.1195314,0.1113887
1266.29,0.1744943,0.1745642,0.1571509,0.151741,0.1383469,0.1245651,0.1195294,0.1113884
1266.6,0.1744409,0.1745284,0.1571349,0.1517204,0.1383049,0.1245328,0.1194582,0.1113615
1266.91,0.1742904,0.1744011,0.1570208,0.1515956,0.1381869,0.1243858,0.1192894,0.1112184
1267.22,0.1741465,0.1742635,0.1568858,0.1514436,0.1380443,0.1242259,0.1191472,0.1110466
1267.53,0.1741872,0.1742796,0.156916,0.1514446,0.1380553,0.1242427,0.119196,0.1110453
1267.84,0.1743775,0.1744326,0.1570899,0.1515958,0.1382477,0.1244165,0.1193999,0.1112074
1268.15,0.1744572,0.1745113,0.1571613,0.1516681,0.1383743,0.1245042,0.1195128,0.111291
1268.46,0.1742505,0.1743473,0.1569684,0.1514935,0.1382123,0.124348,0.1193283,0.1111174
1268.77,0.1739638,0.1740875,0.156696,0.1512367,0.1379293,0.1241296,0.1190234,0.1108537
1269.08,0.1738628,0.1739765,0.156579,0.1511187,0.1378006,0.1240552,0.1188896,0.1107394
1269.39,0.1738716,0.1739786,0.1565631,0.151098,0.1377935,0.124057,0.118884,0.110736
1269.7,0.1737954,0.1739114,0.1564898,0.1510332,0.1377319,0.1240003,0.1188288,0.1106956
1270.01,0.1736508,0.1737804,0.1563724,0.1509272,0.1376148,0.1239027,0.118738,0.1106163
1270.33,0.1735796,0.173729,0.1563364,0.1508955,0.1375685,0.1238634,0.1187294,0.1105943
1270.64,0.1736261,0.1737826,0.1564122,0.1509713,0.1376384,0.1239123,0.1188266,0.1106627
1270.95,0.173769,0.1738947,0.1565482,0.1510992,0.1377857,0.1240339,0.1189851,0.1107974
1271.26,0.1739657,0.1740542,0.1567049,0.1512357,0.1379545,0.12421,0.1191687,0.1109747
1271.57,0.17405,0.1741387,0.156777,0.1512923,0.1380329,0.1243185,0.1192786,0.1110997
1271.88,0.1739277,0.1740332,0.1566923,0.1512125,0.1379655,0.1242562,0.1192304,0.1110794
1272.19,0.1737693,0.1738758,0.1565713,0.1511101,0.1378645,0.1241269,0.1191191,0.1109951
1272.51,0.1736579,0.1737519,0.1564522,0.1510252,0.1377721,0.124011,0.1190118,0.1109245
1272.82,0.1734546,0.1735318,0.1562202,0.1508444,0.1375986,0.1238441,0.1188194,0.1107926
1273.13,0.1731905,0.1732773,0.1559747,0.1506252,0.1374022,0.1236737,0.1185971,0.1106161
1273.44,0.173123,0.1732452,0.1559629,0.150582,0.1373764,0.1236739,0.1185853,0.1105801
1273.76,0.1732876,0.1734361,0.1561461,0.1507288,0.1375365,0.1238409,0.1187981,0.1107195
1274.07,0.1733564,0.1735391,0.1562035,0.150811,0.1376396,0.1239279,0.118929,0.110791
1274.38,0.1731603,0.1733573,0.1560088,0.150669,0.137509,0.1237973,0.1188157,0.1106439
1274.7,0.1729067,0.1730494,0.1557562,0.1504303,0.1372496,0.123582,0.1186075,0.1104155
1275.01,0.1728295,0.1729199,0.155669,0.1503212,0.137116,0.1234986,0.1185318,0.1103274
1275.32,0.1729227,0.1730087,0.1557553,0.1504009,0.1371958,0.1235929,0.1186489,0.1104419
1275.64,0.1729209,0.1730097,0.1557531,0.1504498,0.137243,0.1236363,0.118704,0.1105368
1275.95,0.1727412,0.172851,0.1555884,0.1503704,0.137151,0.1235371,0.1185779,0.1104753
1276.27,0.1726442,0.1728049,0.1555205,0.1503461,0.1371369,0.1234986,0.1185269,0.1104425
1276.58,0.1726384,0.1728098,0.1555203,0.1503285,0.1371555,0.1235101,0.1185614,0.1104618
1276.89,0.1724554,0.1725878,0.1553217,0.1500994,0.1369547,0.1233547,0.1184203,0.1103232
1277.21,0.1721051,0.172236,0.154987,0.1497525,0.1366158,0.1230788,0.1181515,0.1100543
1277.52,0.1718062,0.1719811,0.1547363,0.1495169,0.136379,0.1228876,0.1179797,0.1098687
1277.84,0.171597,0.1717973,0.1545583,0.149386,0.13625,0.122774,0.1178896,0.1097892
1278.15,0.1714348,0.1716269,0.1543902,0.1492725,0.1361445,0.1226583,0.1177899,0.1097311
1278.47,0.1713361,0.1715065,0.1542744,0.1491852,0.1360722,0.122586,0.117706,0.1096953
1278.78,0.1712299,0.1713779,0.1541718,0.1490801,0.1360063,0.1225456,0.1176201,0.1096598
1279.1,0.1710687,0.1711888,0.1540312,0.1489239,0.1359066,0.1224687,0.1175164,0.109601
1279.41,0.1709845,0.1710751,0.1539607,0.148856,0.1358733,0.1224202,0.1175145,0.1096188
1279.73,0.171059,0.1711488,0.154059,0.1489795,0.1360001,0.1225115,0.1176801,0.1097919
1280.05,0.1712016,0.1713213,0.1542492,0.1491826,0.1362062,0.1227321,0.117911,0.1100261
1280.36,0.1713137,0.1714585,0.1543814,0.1493287,0.1363707,0.1229645,0.1181109,0.1102075
1280.68,0.1712985,0.1714577,0.1543459,0.1493426,0.1364103,0.1230347,0.1181981,0.1102818
1280.99,0.1711083,0.1712945,0.1541636,0.1491922,0.1363006,0.1228884,0.1181118,0.1102165
1281.31,0.1708429,0.1710694,0.1539622,0.1489794,0.1361212,0.1226897,0.1179505,0.1100827
1281.63,0.1705677,0.1708253,0.153751,0.1487734,0.1359166,0.1225187,0.1177964,0.1099386
1281.94,0.1703497,0.1705912,0.1535343,0.1485858,0.135744,0.1223721,0.1176754,0.1098083
1282.26,0.1702187,0.1703914,0.1533607,0.1484461,0.1356471,0.1222718,0.1176016,0.109719
1282.58,0.1699692,0.1700884,0.15311,0.1482334,0.135463,0.1220994,0.1174283,0.1095504
1282.9,0.1695361,0.1696734,0.1527542,0.1478884,0.1351248,0.121818,0.1171154,0.1092578
1283.21,0.1691417,0.1693559,0.1524591,0.1475827,0.1348353,0.1215889,0.1168686,0.109022
1283.53,0.1689193,0.1691976,0.1522853,0.1474251,0.1347103,0.1214794,0.1167862,0.1089456
1283.85,0.1688154,0.16909,0.1521803,0.1473568,0.134663,0.1214275,0.1167809,0.1089462
1284.17,0.1687446,0.1690015,0.1521158,0.147315,0.1346381,0.1214011,0.1167894,0.1089458
1284.49,0.1687345,0.1690287,0.1521419,0.1473501,0.1347066,0.1214646,0.116862,0.1090226
1284.8,0.1687588,0.1690983,0.1521897,0.1474242,0.1347988,0.1215699,0.1169602,0.1091668
1285.12,0.1685667,0.1688932,0.1519838,0.1472763,0.1346377,0.1214493,0.1168429,0.1091004
1285.44,0.1681027,0.1683837,0.1515054,0.1468455,0.1342144,0.1210576,0.1164589,0.108754
1285.76,0.1676791,0.1679453,0.1510982,0.1464339,0.1338634,0.1207147,0.1161085,0.1084484
1286.08,0.1675122,0.1678133,0.1509676,0.1462867,0.1337744,0.1206435,0.1160376,0.1084026
1286.4,0.1675621,0.1679015,0.151048,0.1463912,0.1338853,0.1207899,0.1162277,0.1085587
1286.72,0.1675927,0.1679222,0.1510986,0.1464831,0.1339681,0.1209018,0.1163969,0.108672
1287.04,0.1673742,0.1676706,0.1509121,0.1463155,0.1338191,0.1207718,0.1162784,0.1085535
1287.36,0.167053,0.167348,0.1506289,0.1460421,0.1335851,0.1205407,0.1160437,0.1083843
1287.67,0.1668521,0.1671579,0.1504368,0.1458703,0.1334529,0.1203967,0.1159451,0.108346
1287.99,0.1667835,0.1670773,0.150363,0.145817,0.1334127,0.1203671,0.1159742,0.1083861
1288.31,0.1668058,0.1670988,0.1504199,0.1458891,0.1334648,0.1204602,0.1160582,0.1084766
1288.63,0.1666782,0.1669966,0.1503597,0.1458531,0.1334206,0.1204562,0.1159824,0.1084527
1288.96,0.1662182,0.166543,0.1499283,0.1454574,0.1330561,0.1201267,0.1156041,0.1081317
1289.28,0.1657206,0.16602,0.1493921,0.1449648,0.1326006,0.119719,0.1151904,0.1077363
1289.6,0.1654835,0.1657594,0.1491118,0.1447349,0.1323869,0.1195577,0.1150134,0.1075635
1289.92,0.1654647,0.1657417,0.1491026,0.1447585,0.1324197,0.1196195,0.1150717,0.1076078
1290.24,0.1655977,0.1658938,0.1492828,0.1449369,0.1326169,0.1198143,0.1153258,0.107801
1290.56,0.1657177,0.1660324,0.1494466,0.1451042,0.1327931,0.1199792,0.1155777,0.1079834
1290.88,0.165544,0.1658575,0.1492895,0.1449725,0.1326574,0.1198525,0.1154897,0.1078839
1291.2,0.1652596,0.1655448,0.1489944,0.144686,0.1324086,0.1196165,0.1152322,0.107676
1291.52,0.16525,0.1655112,0.1489748,0.1446713,0.1324728,0.1196616,0.1152558,0.1077459
1291.85,0.1653746,0.1656452,0.1491158,0.1448526,0.1326986,0.1198638,0.1154684,0.1079683
1292.17,0.1652791,0.1655741,0.149043,0.1448391,0.1326781,0.1198618,0.1154917,0.1079908
1292.49,0.1649211,0.1652347,0.1486718,0.1445284,0.1323538,0.1195845,0.115243,0.1077513
1292.81,0.1645442,0.1648821,0.1482776,0.1441803,0.1320172,0.1192805,0.11495,0.1074913
1293.13,0.1644177,0.1647953,0.1482008,0.1441041,0.1319788,0.1192522,0.11491,0.1075039
1293.46,0.1645395,0.1649365,0.1484056,0.1442764,0.1321949,0.1194762,0.1151399,0.1077667
1293.78,0.1645951,0.1649656,0.1485026,0.144354,0.1323004,0.1195941,0.1152883,0.1079095
1294.1,0.1643904,0.1647415,0.1483199,0.1441898,0.1321385,0.1194457,0.1151697,0.1077583
1294.43,0.1641201,0.1644896,0.1480915,0.1439972,0.131935,0.1192598,0.1150226,0.1075687
1294.75,0.1639108,0.1642875,0.1479251,0.1438487,0.1317836,0.1191361,0.1149448,0.1074707
1295.07,0.1636541,0.1640059,0.1476885,0.1436207,0.1315611,0.1189524,0.1147799,0.1073279
1295.4,0.1634143,0.1637442,0.1474424,0.1433945,0.1313546,0.1187787,0.1145845,0.1071836
1295.72,0.1633717,0.1637152,0.1474002,0.1433658,0.1313661,0.1188083,0.1145928,0.1072369
1296.04,0.1634932,0.1638883,0.1475681,0.1435331,0.1315647,0.1190079,0.1148335,0.1074899
1296.37,0.1635553,0.1639979,0.1476835,0.1436549,0.1317005,0.119126,0.1150252,0.1076844
1296.69,0.1635163,0.1639521,0.1476432,0.1436281,0.1317079,0.1191213,0.1150493,0.1077191
1297.02,0.1635247,0.1639164,0.1476184,0.1436201,0.131758,0.119163,0.1150907,0.1077598
1297.34,0.1635309,0.1639041,0.1476203,0.1436582,0.1318294,0.119218,0.1151658,0.1078267
1297.66,0.1634328,0.1638248,0.1475524,0.1436438,0.1318101,0.1192048,0.1151859,0.1078434
1297.99,0.1632324,0.1636466,0.1473811,0.1435209,0.1316894,0.1191232,0.1151069,0.1077805
1298.31,0.1629236,0.1633559,0.1470971,0.1432599,0.131441,0.1189455,0.1148757,0.1076099
1298.64,0.1626372,0.1630692,0.1468469,0.1430079,0.131188,0.1187779,0.1146423,0.1074464
1298.96,0.1624343,0.1628338,0.1466694,0.142844,0.1310422,0.1186646,0.1145124,0.1073299
1299.29,0.1621618,0.1625498,0.1464002,0.1426232,0.1308692,0.1184676,0.1143478,0.107134
1299.62,0.1618484,0.1622877,0.1461109,0.142382,0.1306735,0.1182476,0.1141699,0.1069509
1299.94,0.1616753,0.1621832,0.1459964,0.142297,0.1306143,0.1181895,0.1141334,0.1069473
1300.27,0.1616848,0.1622389,0.1460697,0.1423854,0.1307006,0.118321,0.1142661,0.1070881
1300.59,0.1617843,0.1623625,0.1462162,0.1425289,0.1308454,0.1185456,0.1144863,0.1072858
1300.92,0.1617827,0.1623559,0.1462202,0.1425323,0.1308936,0.1186492,0.1145924,0.1074059
1301.25,0.1616405,0.1621951,0.1460625,0.142402,0.1308136,0.1185734,0.1145421,0.1074085
1301.57,0.1615912,0.1621456,0.1460485,0.1424259,0.1308395,0.1185991,0.1146057,0.1075149
1301.9,0.1616671,0.1622321,0.1462044,0.1426076,0.1310088,0.1188045,0.1148212,0.1077583
1302.23,0.1616519,0.1622218,0.1462348,0.1426633,0.1310986,0.1189348,0.1149453,0.1078982
1302.55,0.161553,0.1621208,0.1461307,0.142595,0.1310948,0.1189434,0.1149781,0.1079294
1302.88,0.1614287,0.1619934,0.1460049,0.142502,0.1310461,0.1189028,0.1149799,0.107936
1303.21,0.1612154,0.1617817,0.1458151,0.1423368,0.130889,0.1187745,0.1148751,0.1078623
1303.54,0.1610043,0.161577,0.1456355,0.1421877,0.1307384,0.1186432,0.1147631,0.1077957
1303.86,0.1608341,0.161423,0.1455148,0.1420909,0.130674,0.1185673,0.114719,0.1077861
1304.19,0.1606168,0.1612271,0.145366,0.1419329,0.1305721,0.1184694,0.1146519,0.1077162
1304.52,0.1604712,0.1611034,0.1452703,0.1418233,0.1305093,0.1184445,0.1146472,0.1076859
1304.85,0.1604184,0.1610762,0.1452307,0.1418087,0.1305356,0.118513,0.1147179,0.1077561
1305.18,0.1602274,0.1608945,0.1450352,0.1416616,0.1304225,0.1184387,0.1146341,0.1077011
1305.51,0.159944,0.1606066,0.1447676,0.1414267,0.1302029,0.1182403,0.1144455,0.1075386
1305.83,0.1598357,0.1605118,0.1447051,0.1413813,0.1301545,0.1181863,0.1144244,0.1075344
1306.16,0.1599215,0.1606105,0.144823,0.141527,0.130302,0.1183281,0.1145759,0.107706
1306.49,0.1599688,0.160638,0.1448785,0.1416229,0.1304314,0.1184582,0.1146888,0.1078332
1306.82,0.1598082,0.1604544,0.1447407,0.1415204,0.1303728,0.1184065,0.1146473,0.1077849
1307.15,0.1595981,0.1602539,0.1445789,0.1413758,0.1302547,0.1183119,0.1145909,0.1077172
1307.48,0.1595846,0.1602674,0.1446171,0.1414151,0.1303148,0.1183902,0.1147043,0.1078237
1307.81,0.1597351,0.1604362,0.1447927,0.1416019,0.1305181,0.1185956,0.114932,0.1080501
1308.14,0.1599107,0.1606155,0.1449635,0.1418079,0.1307219,0.1188168,0.1151461,0.108291
1308.47,0.1600276,0.1607115,0.1450686,0.1419556,0.1308613,0.118994,0.1152968,0.1084833
1308.8,0.1599745,0.1606205,0.1450153,0.141923,0.1308437,0.1190042,0.1152998,0.1085115
1309.13,0.1597338,0.160373,0.1448063,0.1416977,0.1306506,0.1188232,0.1151347,0.1083702
1309.46,0.1595243,0.1602026,0.1446477,0.1415208,0.1304907,0.1186742,0.1150011,0.1082774
1309.79,0.1595773,0.1602984,0.1447296,0.141616,0.130585,0.1187778,0.115117,0.1084313
1310.12,0.1597773,0.1605238,0.1449436,0.1418509,0.1308299,0.1190295,0.1153777,0.1087102
1310.45,0.1597859,0.1605516,0.1449766,0.1418974,0.1309136,0.1191162,0.115451,0.1088044
1310.79,0.1595358,0.1603199,0.1447491,0.1416998,0.1307549,0.1189527,0.1152667,0.1086447
1311.12,0.159269,0.1600601,0.1444905,0.1414789,0.1305384,0.1187482,0.115071,0.1084441
1311.45,0.1591184,0.1598929,0.1443449,0.1413515,0.1303881,0.1186376,0.1149938,0.1083411
1311.78,0.159038,0.1597939,0.1442805,0.1413044,0.1303142,0.1186015,0.1149898,0.1083242
1312.11,0.1590219,0.1597883,0.1442981,0.1413548,0.1303425,0.1186436,0.1150554,0.108401
1312.44,0.1591166,0.159892,0.1444122,0.1414993,0.1304836,0.1187784,0.115207,0.1085784
1312.78,0.1593566,0.1600955,0.14462,0.1417324,0.1307372,0.1190262,0.115461,0.1088549
1313.11,0.1596799,0.1603774,0.1449108,0.1420375,0.1310764,0.1193776,0.1158037,0.1092076
1313.44,0.1598655,0.1605663,0.1451215,0.1422508,0.1313179,0.1196492,0.1160604,0.1094619
1313.77,0.1597843,0.1605048,0.1450931,0.1422402,0.1313136,0.1196852,0.1160738,0.1094753
1314.11,0.1596302,0.1603604,0.1449808,0.1421534,0.1312317,0.1196303,0.1159949,0.1094088
1314.44,0.1596628,0.1604137,0.1450385,0.1422108,0.131313,0.1197016,0.1160815,0.1095033
1314.77,0.1598676,0.1606603,0.1452733,0.1424154,0.1315539,0.1199084,0.1163563,0.1097668
1315.11,0.1600373,0.1608734,0.1454937,0.1426031,0.1317796,0.120117,0.1166337,0.1100292
1315.44,0.1600212,0.1608922,0.1455147,0.1426313,0.1318361,0.120192,0.1167264,0.1101303
1315.77,0.1598563,0.1607479,0.145352,0.1425158,0.1317388,0.1201328,0.1166412,0.1100782
1316.11,0.159723,0.1606041,0.1452187,0.1424198,0.1316535,0.1200862,0.116576,0.1100381
1316.44,0.1597671,0.1606212,0.1452858,0.142504,0.1317297,0.1201894,0.1166929,0.1101529
1316.78,0.1599394,0.1607783,0.1454937,0.142737,0.131946,0.1204097,0.1169383,0.110386
1317.11,0.1599961,0.1608374,0.1455817,0.1428548,0.1320785,0.1205268,0.1170614,0.1105129
1317.45,0.1598273,0.1606843,0.1454333,0.142736,0.1320023,0.1204415,0.1169555,0.1104322
1317.78,0.159653,0.1605234,0.1452763,0.1426012,0.1318987,0.1203516,0.1168402,0.1103556
1318.12,0.159665,0.1605278,0.1453051,0.1426117,0.1319414,0.1204104,0.116895,0.1104583
1318.45,0.1597732,0.1606259,0.1454306,0.1426872,0.1320776,0.1205455,0.1170428,0.1106395
1318.79,0.1598318,0.1607011,0.1455219,0.1427451,0.1321998,0.1206608,0.1171728,0.1107557
1319.12,0.1598656,0.1607613,0.1455869,0.1428249,0.1323086,0.1207607,0.117303,0.1108517
1319.46,0.1599218,0.1608444,0.145665,0.1429587,0.1324267,0.120871,0.1174549,0.1110127
1319.79,0.1599649,0.1609236,0.1457415,0.1431001,0.1325233,0.1209862,0.1175867,0.1111974
1320.13,0.1600443,0.1610092,0.1458273,0.1432404,0.1326277,0.1211194,0.1177132,0.1113758
1320.47,0.1602709,0.161198,0.1460123,0.1434505,0.1328478,0.1213435,0.1179265,0.1116282
1320.8,0.1606152,0.1615118,0.1463297,0.1437764,0.1331927,0.1217025,0.1182753,0.1119982
1321.14,0.1608393,0.1617392,0.1465714,0.1440569,0.1334429,0.1220039,0.1185835,0.1123024
1321.47,0.1608121,0.1617229,0.1465726,0.1441108,0.1334549,0.1220547,0.1186647,0.1123663
1321.81,0.1607472,0.1616603,0.1465363,0.1440811,0.1334424,0.1220285,0.1186761,0.1123549
1322.15,0.1608471,0.161769,0.1466751,0.1441837,0.133614,0.1221623,0.1188275,0.1124905
1322.49,0.1611233,0.1620639,0.146973,0.1444551,0.1339554,0.122487,0.1191503,0.1128071
1322.82,0.1614599,0.1624196,0.1473069,0.1447815,0.1343405,0.1228865,0.1195551,0.1131989
1323.16,0.1616335,0.1626006,0.147483,0.14496,0.1345701,0.1231368,0.1198119,0.1134481
1323.5,0.1615877,0.1625494,0.1474557,0.1449646,0.1345977,0.1231708,0.1198243,0.1134939
1323.84,0.161471,0.1624494,0.1473897,0.1449394,0.1345741,0.1231552,0.1197576,0.113491
1324.17,0.1614107,0.1624379,0.1474155,0.1449719,0.1346179,0.1232172,0.1197814,0.1135397
1324.51,0.1614742,0.1625431,0.1475541,0.1451002,0.1347575,0.12337,0.1199465,0.1136715
1324.85,0.1616742,0.1627666,0.1477752,0.1453456,0.1349824,0.1236138,0.1202297,0.1139352
1325.19,0.161946,0.1630581,0.1480245,0.1456528,0.1352588,0.1239143,0.1205571,0.1143045
